title,Poster,year,rating,genres,director,actors,plot,age rating
Glee: The 3D Concert Movie,https://m.media-amazon.com/images/M/MV5BMTg0MjI0NjM2OF5BMl5BanBnXkFtZTcwMzYxNzcyNg@@._V1_SX300.jpg,2011,5.6,"Documentary, Music","Kevin Tancharoen, Jennifer Arnold","Cory Monteith, Dianna Agron, Lea Michele","A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.",PG
The Care Bears Movie,https://m.media-amazon.com/images/M/MV5BMmUwNTgzMzAtMmQ5Yi00ZmE2LTkxNjMtNGFjZTA4NjI2MmQyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,1985,5.6,"Animation, Adventure, Comedy",Arna Selznick,"Georgia Engel, Mickey Rooney, Jackie Burroughs",The Care Bears team up with a troubled brother and sister who just moved to a new town to help a neglected young magician's apprentice whose evil spell book causes sinister things to happen.,G
Regular Show: The Movie,https://m.media-amazon.com/images/M/MV5BNmY3NzNkMTEtYTgwOS00M2ZjLWJlZjMtNmJhZGNiMjU3Y2YyXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX300.jpg,2015,7.4,"Animation, Action, Adventure",J.G. Quintel,"J.G. Quintel, William Salyers, Sam Marin","To save the universe, and their friendship, Mordecai and Rigby must defeat an evil volleyball coach.",TV-PG
Naruto Shippuden the Movie: Blood Prison,https://m.media-amazon.com/images/M/MV5BMDgyZmRkYjUtMWExNS00NDQyLTliZTMtOTkwY2M3ZWU0ZjNmXkEyXkFqcGdeQXVyMjc2Nzg5OTQ@._V1_SX300.jpg,2011,7.1,"Animation, Action, Fantasy",Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama",Naruto Uzumaki is framed and sent to an inescapable prison where he must escape by any means necessary.,TV-14
"Miraculous: Ladybug & Cat Noir, the Movie",https://m.media-amazon.com/images/M/MV5BZDBmNmZmNDMtYTI3NC00OWExLWE2NDYtMDA5ZDRhNDhjMjdkXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,2023,6.1,"Animation, Action, Adventure",Jeremy Zag,"Annouck Hautbois, Benjamin Bollen, Antoine Tomé","Ordinary teenager Marinette's life in Paris goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto th...",PG
Jetsons: The Movie,https://m.media-amazon.com/images/M/MV5BMGQ3MGRhZTAtZDEwYy00NjBhLTkzNDktYzY4M2JjZDQxMmRhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,1990,5.5,"Animation, Comedy, Family","Joseph Barbera, William Hanna, Iwao Takamoto","George O'Hanlon, Penny Singleton, Mel Blanc",George Jetson is forced to uproot his family when Mr. Spacely promotes him to take charge of a new factory on a distant planet.,G
Video Games: The Movie,https://m.media-amazon.com/images/M/MV5BMjI2NzQ0MTI1Ml5BMl5BanBnXkFtZTgwNzMyMDE2MDE@._V1_SX300.jpg,2014,6.1,"Documentary, History",Jeremy Snead,"Sean Astin, Al Alcorn, Peter Armstrong","Learn how video games are made, marketed, and consumed by looking back at gaming history and culture through the eyes of game developers, publishers, and consumers.",Not Rated
Patlabor: The Movie,https://m.media-amazon.com/images/M/MV5BMTc4ZTY0NjUtNzRkZS00ZDMzLWFjMGUtMDUzNTg0ZWVjNDQyXkEyXkFqcGdeQXVyNjU5MjcxOTg@._V1_SX300.jpg,1989,7.0,"Animation, Action, Crime",Mamoru Oshii,"Toshio Furukawa, David Jarvis, Doug Erholtz",The screwball cops of Special Vehicles Section 2 Division 2 must investigate and stop a spree of rampaging construction robots.,Unrated
Phineas and Ferb the Movie: Candace Against the Universe,https://m.media-amazon.com/images/M/MV5BMGE2Mjc3YjAtZTcwNy00YjgyLWEyNDYtZjBiOGI1N2JkNzkzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,2020,7.0,"Animation, Adventure, Comedy",Bob Bowen,"Vincent Martella, Dee Bradley Baker, Ashley Tisdale",The famed stepbrother inventors know what they're gonna do today. They're gonna rescue their sister from an alien abduction.,TV-G
G.I. Joe: The Movie,https://m.media-amazon.com/images/M/MV5BMTQ0MzIxMTU5N15BMl5BanBnXkFtZTcwMzIzMDUxMQ@@._V1_SX300.jpg,1987,7.1,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",Don Jurwich,"Charlie Adler, Shuko Akune, Jack Angel, Michael Bell",The heroic G.I. Joe action force must oppose the ruthless Cobra organization that has secretly allied with a subterranean reptilian people who were their founders.,PG
Naruto Shippuden: The Movie - Bonds,https://m.media-amazon.com/images/M/MV5BNTE2ODAyNTkxNl5BMl5BanBnXkFtZTgwNTAzMjA2MDE@._V1_SX300.jpg,2008,6.8,"Animation, Action, Fantasy",Hajime Kamegaki,"Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama","A mysterious group of ninja called the Sora-nin from the Sky Country makes a surprise attack on Konoha. This is because Konoha nearly destroyed the Sky Country during the last Shinobi World War, yet they survived and now they're a...",TV-14
Handsome: A Netflix Mystery Movie,https://m.media-amazon.com/images/M/MV5BMzIyMzA5MDU3M15BMl5BanBnXkFtZTgwNjk1MjA4MTI@._V1_SX300.jpg,2017,5.2,"Comedy, Mystery",Jeff Garlin,"Ava Acres, Armani GreatDane, Dino Battaglia",Gene Handsome is an LA homicide detective who tries to make sense of his life as he solves crime. Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.,TV-MA
Naruto the Movie 2: Legend of the Stone of Gelel,https://m.media-amazon.com/images/M/MV5BMDE3NjY3Y2MtODE4YS00YzFiLThhMTMtY2Q1NTZkODE4M2NlXkEyXkFqcGdeQXVyNjYwMjkwMjg@._V1_SX300.jpg,2005,6.4,"Animation, Action, Adventure",Hirotsugu Kawasaki,"Junko Takeuchi, Shôtarô Morikubo, Chie Nakamura","Naruto, Shikamaru and Sakura are on a mission to deliver a lost pet to a village when a mysterious knight appear to confront them.",TV-14
Lego Batman: The Movie - DC Super Heroes Unite,https://m.media-amazon.com/images/M/MV5BNjRjOGU2NzUtMjAwOC00MDI3LThmNmUtNTVkZTQ0MDEyYTc1XkEyXkFqcGdeQXVyMTA5NzUzODM4._V1_SX300.jpg,2013,6.5,"Animation, Action, Adventure, Family, Sci-Fi",Jon Burton,"Clancy Brown, Troy Baker, Christopher Corey Smith, Charlie Schlatter","When the Joker and Lex Luthor form an alliance, Batman must team up with the Justice League in order to stop them.",Not Rated
Donald Trump's The Art of the Deal: The Movie,https://m.media-amazon.com/images/M/MV5BODcyNTk1ZGYtYzcwYy00Y2FiLTk4MjQtNmRlZmMyYWY1NzBkXkEyXkFqcGdeQXVyMjU3NDQ3MDg@._V1_SX300.jpg,2016,5.9,Comedy,Jeremy Konner,"Johnny Depp, Ron Howard, Alfred Molina","Funny or Die presents a satirical rendition of Donald Trump's 1987 best selling business book, The Art of the Deal.",Not Rated
The Last Movie Star,https://m.media-amazon.com/images/M/MV5BNzc4ODYwMjEwNV5BMl5BanBnXkFtZTgwNTg1Mjg1NDM@._V1_SX300.jpg,2017,7.0,Drama,Adam Rifkin,"Burt Reynolds, Ariel Winter, Clark Duke","An aging former movie star is forced to face the reality that his glory days are behind him. On its surface, the film is a tale about faded fame. At its core, it's a universal story about growing old.",R
One Piece: The Movie,https://m.media-amazon.com/images/M/MV5BNGU4YzAxOTQtOTk5Yi00MGI3LThiMDMtMzZhMmEwNDBlN2E3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2000,6.6,"Animation, Action, Adventure",Junji Shimizu,"Akemi Okamura, Kappei Yamaguchi, Kazuya Nakai","There once was a pirate known as the Great Gold Pirate Woonan, who obtained almost 1/3 of the world's gold. Over the course of a few years, the pirate's existence faded, and a legend grew that he disappeared with his gold to a rem...",TV-PG
The Pirate Movie,https://m.media-amazon.com/images/M/MV5BODhjZTUyNDgtMTRlNy00NzczLTk4ZTItZjcyNmRhNjk5OTQ1XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,1982,5.3,"Adventure, Comedy, Musical","Ken Annakin, Richard Franklin","Kristy McNichol, Christopher Atkins, Ted Hamilton",A 1980s take-off of The Pirates of Penzance which centers on a noble pirate who leaves his profession and falls in love with a fiery young maiden.,PG
Home Movie,https://m.media-amazon.com/images/M/MV5BMTkwNzQ4MDM3Nl5BMl5BanBnXkFtZTcwNjAxNTQwMg@@._V1_SX300.jpg,2008,5.6,"Drama, Horror, Thriller",Christopher Denham,"Lucian Maisel, Cady McClain, Adrian Pasdar","In the remote woods of Upstate New York, David and Clare Poe are attempting to live an idyllic life. However, their twin children's bizarre behavior might just tear the family apart.",R
Hello Ladies: The Movie,https://m.media-amazon.com/images/M/MV5BMTQ5MjYxMjkwOV5BMl5BanBnXkFtZTgwODE3MjY0MzE@._V1_SX300.jpg,2014,6.8,Comedy,Stephen Merchant,"Stephen Merchant, Christine Woods, Nate Torrence, Kevin Weisman","Stuart has recently split up with his girlfriend. When his girlfriend comes to visit LA, Stuart pretends to have a relationship with his tenant to make his ex feel jealous.",N/A
Blue Collar Comedy Tour: The Movie,https://m.media-amazon.com/images/M/MV5BMTQyNzY0ODA4Ml5BMl5BanBnXkFtZTYwOTc3MTg5._V1_SX300.jpg,2003,7.1,"Comedy, Documentary",C.B. Harding,"Jeff Foxworthy, Bill Engvall, Ron White",The comedic stylings of four sort-of famous funnymen are brought to the big screen courtesy of this 2002 documentary.,PG-13
Naruto Shippûden: The Movie,https://m.media-amazon.com/images/M/MV5BNWM0NTU4ZjQtNzRmYi00MzM0LTgxZDMtNjFlYWUxMTRhNDUxXkEyXkFqcGdeQXVyMjc4OTQ1OTA@._V1_SX300.jpg,2007,6.7,"Animation, Action, Adventure",Hajime Kamegaki,"Junko Takeuchi, Chie Nakamura, Yôichi Masukawa","A powerful spirit that once threatened to destroy the world is back! Naruto's mission is to protect a priestess named Shion, who is the only one with the power to seal away the monster.",Not Rated
Playmobil: The Movie,https://m.media-amazon.com/images/M/MV5BMGNlMjY2Y2MtNWVjZS00NDY5LTkwNzYtOTAxODg3Y2ZiY2Q3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,2019,4.9,"Animation, Adventure, Comedy",Lino DiSalvo,"Anya Taylor-Joy, Jim Gaffigan, Gabriel Bateman","When her younger brother Charlie unexpectedly disappears into the magical, animated universe of PLAYMOBIL®, unprepared Marla must go on a quest of a lifetime to bring him home, setting off on a fantastic journey across stunning ne...",PG
Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,https://m.media-amazon.com/images/M/MV5BNjk2ZWIzOTYtMGUxMC00MzdhLWI3ZGMtZGJhNzZmMDYxYjJlXkEyXkFqcGdeQXVyMjQ3NTQ4MjQ@._V1_SX300.jpg,2006,6.3,"Animation, Action, Adventure",Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yôichi Masukawa","Naruto, Kakashi, Sakura, and Rock Lee are assigned to protect Michiru, the prince of the Land of the Moon, while he travel the world. The prince purchased a tiger Sham and the whole circus, which became the team's protection.",TV-14
Holly - The Movie,https://m.media-amazon.com/images/M/MV5BMTgzMjczMTQ4Nl5BMl5BanBnXkFtZTYwNTAzMzA5._V1_SX300.jpg,1984,6.4,"Comedy, Drama, Romance","Xaver Schwarzenberger, Otto Waalkes","Otto Waalkes, Elisabeth Wiedemann, Sky du Mont","Otto, a young man from East-Frisia, comes to the big city of Hamburg to make his fortune. Most of all he is engaged with two problems: How can he impress Silvia, a wealthy young girl; and where does he get 9,876.50 DM to pay off a...",N/A
The Drawn Together Movie!,https://m.media-amazon.com/images/M/MV5BMzMwY2ExNTctM2FhOS00NjQ2LThmM2UtNzkyZmI2ZjliZDYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2010,6.1,"Animation, Comedy, Mystery",Greg Franklin,"Adam Carolla, Carol Channing, Christine Ebersole",Eight housemates on a fake animated reality TV show realize they've been canceled and set off on a journey to get back on the air.,TV-MA
Patlabor 2: The Movie,https://m.media-amazon.com/images/M/MV5BOTQwZGJkMWYtZDg2OC00MGQ2LWJjMTktMTNmMzNkZWMyNjJjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,1993,7.5,"Animation, Action, Drama",Mamoru Oshii,"Mîna Tominaga, Briony Glassco, Julie Ann Taylor","When a terrorist attack is blamed on the Air Force, Special Vehicle Unit 2 gets caught in the middle of a growing political conflict.",TV-14
The Banana Splits Movie,https://m.media-amazon.com/images/M/MV5BYWVjMGI4ZTAtOTJjYS00NjZkLWEzZGUtNDMxZTEyMjE5ODdjXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg,2019,5.1,"Action, Comedy, Horror",Danishka Esterhazy,"Dani Kind, Steve Lund, Celina Martin","A family attends a live taping of The Banana Splits television series, but are forced to survive as soon as the characters go haywire and start a killing spree around the studio.",R
It's a Very Merry Muppet Christmas Movie,https://m.media-amazon.com/images/M/MV5BYWZlM2RmYzMtMTk1NC00ZmExLTg5YjktODczNmRhOGM2YTc1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,2002,6.3,"Adventure, Comedy, Family",Kirk R. Thatcher,"Steve Whitmire, Dave Goelz, Bill Barretta","'Twas the night before Christmas and the Muppet Theatre is in danger of being torn down, but with hilarious send-ups of just about every holiday movie ever made, the Muppets discover that what matters most is their love for each o...",PG
The Suite Life Movie,https://m.media-amazon.com/images/M/MV5BOWNhNDYzMGMtZTBjNC00YWMwLWJjZGUtZTk2ZmUzN2VlOGQ3XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg,2011,5.1,"Adventure, Comedy, Crime",Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song","A doctor approaches Zack and Cody and tells them that they would be ideal for the Gemini Project, a massive project studying the effects of twins.",Not Rated
Jonah: A VeggieTales Movie,https://m.media-amazon.com/images/M/MV5BMjA0OTk5MTk0M15BMl5BanBnXkFtZTYwNTgxMDg5._V1_SX300.jpg,2002,6.4,"Animation, Adventure, Comedy","Phil Vischer, Mike Nawrocki","Phil Vischer, Mike Nawrocki, Tim Hodge","When the singing Veggies encounter some car trouble, they are stranded at an old rundown seafood joint, where nothing is quite as it seems.",G
The Bugs Bunny/Road-Runner Movie,https://m.media-amazon.com/images/M/MV5BNjBkOGUyNTUtZGRiYy00OTMwLTk2MzUtZGUwOWI5ZDE2NTUxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1979,7.2,"Animation, Comedy, Family","Chuck Jones, Phil Monroe, Maurice Noble","Mel Blanc, Arthur Q. Bryan, Paul Julian",Bugs Bunny reflects on his past cartoon exploits.,G
Dirty Sanchez: The Movie,https://m.media-amazon.com/images/M/MV5BMTkxZWI0MmEtODNiZS00YjlmLWJmNzMtMjIxYThhYzA2ODBiXkEyXkFqcGdeQXVyNjc4NDc1OTM@._V1_SX300.jpg,2006,6.0,"Documentary, Action, Comedy",Jim Hickey,"Mathew Pritchard, Lee Dainton, Michael Locke","Four guys set off on a world tour to enact the seven deadly sins. Based on the MTV Europe series ""Dirty Sanchez"".",R
Psycho-Pass: The Movie,https://m.media-amazon.com/images/M/MV5BNTA2NDZjMWMtYWZlOC00MDAzLTliNmQtYmI5YzhlOTQ0ODNhXkEyXkFqcGdeQXVyNjQ5MTIxNjc@._V1_SX300.jpg,2015,7.1,"Animation, Action, Crime","Naoyoshi Shiotani, Katsuyuki Motohiro","Bryn Apprill, Major Attaway, Z. Charles Bolton","In this sequel to Psycho-Pass TV show, Inspector Tsunemori is sent to a neighboring war-torn nation, where the Sibyl System is being introduced as an experiment, to find Shinya Kogami, her former enforcer who went rogue three year...",TV-MA
Midnight Movie,https://m.media-amazon.com/images/M/MV5BMTM4NjQ2ODEwOF5BMl5BanBnXkFtZTcwNjMzNjkzNQ@@._V1_SX300.jpg,2008,5.1,"Fantasy, Horror, Thriller",Jack Messitt,"Rebekah Brandes, Daniel Bonjour, Greg Cirulnick",A midnight showing of an early 1970's horror movie turns to chaos when the Killer from the movie comes out of the film to attack those in the theater.,R
Pokémon the Movie: Destiny Deoxys,https://m.media-amazon.com/images/M/MV5BMTk4NDc5MDMxNV5BMl5BanBnXkFtZTcwMjM2NjcyMQ@@._V1_SX300.jpg,2004,6.0,"Animation, Action, Adventure","Kunihiko Yuyama, Darren Dunstan","Veronica Taylor, Eric Stuart, Amy Birnbaum","A comet bearing a deadly Pokemon creature crash-lands onto Earth, terrorising a nearby high-tech city, where Ash, Pikachu and friends are currently visiting...",Unrated
Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire,https://m.media-amazon.com/images/M/MV5BOTllNzNlYjEtNGQ2OS00ZWE3LWFhNjctNmQyMzkzYWZjNWI4XkEyXkFqcGdeQXVyMjc2Nzg5OTQ@._V1_SX300.jpg,2009,7.0,"Animation, Action, Fantasy",Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Satoshi Hino","Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. Naruto fights through friends and foes to prevent h...",Not Rated
Burn the Stage: The Movie,https://m.media-amazon.com/images/M/MV5BYjY0NzRiZGEtYWFjMy00ODA5LWE5MzQtNWFhNmRlMWY0MGJlXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,2018,8.5,"Documentary, Music",Jun-Soo Park,"RM, Jin, j-hope","A documentary following the worldwide famous music group BTS, as they tour the world and share their experience along with their beloved band friends and fans.",N/A
Kill Buljo: The Movie,https://m.media-amazon.com/images/M/MV5BNzFjOTY0NGEtMzljYy00NmI5LTg0OGMtYjQxM2Y4ZDAwMmVkXkEyXkFqcGdeQXVyMjI4NTYxMTA@._V1_SX300.jpg,2007,5.6,"Action, Adventure, Comedy",Tommy Wirkola,"Stig Frode Henriksen, Tommy Wirkola, Linda Øverlie Nilsen","When a likable hillbilly sees his fiance, friends and family ruthlessly gunned down at his engagement party, he becomes determined to get revenge - as soon as he wakes up from his coma.",R
Deathstroke: Knights & Dragons - The Movie,https://m.media-amazon.com/images/M/MV5BMWQ4MzUyZDQtNmY0OC00ZjUyLTljZDMtYTYwM2U1ZjE3MTE3XkEyXkFqcGdeQXVyNDU4NzA4NDk@._V1_SX300.jpg,2020,6.3,"Animation, Action, Adventure",Sung Jin Ahn,"Chris Jai Alex, Sasha Alexander, Michael Chiklis",Assassin Slade Wilson leads two lives: a relentless killer known as Deathstroke and a family man. Can he atone for the sins of the past-or will his family pay the ultimate price?,R
Ghost in the Shell: The New Movie,https://m.media-amazon.com/images/M/MV5BOTFjMzg5MGQtNDg0NC00ZTJjLWFhYmQtYzY0M2YzZDVjOTUxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2015,6.6,"Animation, Action, Sci-Fi","Kazuchika Kise, Kazuya Nomura","Maaya Sakamoto, Ken'ichirô Matsuda, Ikkyû Jaku","Newport-City 2029: Major, an advanced female cyborg, is in charge of the anti-terrorism etc. unit reporting directly to the government. Taking out terrorists and freeing hostages at an embassy doesn't go smoothly. Major investigat...",TV-MA
The Last Horror Movie,https://m.media-amazon.com/images/M/MV5BOTI3NDcxNDM0Nl5BMl5BanBnXkFtZTgwNTA1NzAwMTE@._V1_SX300.jpg,2003,5.5,"Horror, Thriller",Julian Richards,"Kevin Howarth, Mark Stevenson, Antonia Beamish","A serial killer uses a horror video rental to lure his next victim. What begins as a teen slasher transforms into a disturbing journey through the mind of Max Parry, a mild mannered wedding photographer with a taste for human flesh.",R
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,https://m.media-amazon.com/images/M/MV5BMTU4MDUxMzcxMV5BMl5BanBnXkFtZTgwNzI5MDU2MDE@._V1_SX300.jpg,2013,7.8,"Animation, Drama, Family","Yukihiro Miyamoto, Akiyuki Shinbô","Aoi Yûki, Chiwa Saitô, Eri Kitamura",Madoka Kaname used to be a normal girl living happy days of her life. This all ended when she sacrificed herself in order to save other magical girls from the utterly cruel fate that awaited them. Unable to let her memories of Mad...,Not Rated
The Fluffy Movie: Unity Through Laughter,https://m.media-amazon.com/images/M/MV5BMjMxOTUzODE5NF5BMl5BanBnXkFtZTgwMDA0MDIxMjE@._V1_SX300.jpg,2014,7.2,"Documentary, Comedy","Manny Rodriguez, Jay Lavender","Gabriel Iglesias, Jacqueline Obradors, Gina Brillon","A comedy concert film that captures the on-stage performance and inspirational success story of Gabriel ""Fluffy"" Iglesias.",PG-13
Escaflowne: The Movie,https://m.media-amazon.com/images/M/MV5BN2I4YzBhZmYtN2FkZC00MWZhLTkzYzEtZjAwYzI1ZDk1MmI1XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,2000,6.6,"Adventure, Animation, Drama","Kazuki Akane, Yoshiyuki Takei","Shin'ichirô Miki, Jôji Nakata, Maaya Sakamoto","A grim retelling of the television series ""The Vision of Escaflowne"".",PG-13
ABBA: The Movie,https://m.media-amazon.com/images/M/MV5BMzI1ZDU3YWMtNDZhMC00MWFjLTk5ZDctZjQ3YmVhNzBjM2NjXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,1977,6.4,"Documentary, Comedy, Drama",Lasse Hallström,"Anni-Frid Lyngstad, Benny Andersson, Björn Ulvaeus",An incompetent radio DJ tries to get an interview with the Swedish pop group during their famous week-long 1977 tour of Australia.,G
Hot Dog... The Movie,https://m.media-amazon.com/images/M/MV5BMDk2Yjg0NjUtMGU5NS00MjVmLWFlZDQtN2JiYmQ4Yzg3OWQyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,1983,5.0,"Comedy, Romance, Sport",Peter Markle,"David Naughton, Patrick Houser, Tracy Smith",Harkin Banks heads to skiing championships in California. A teen runaway tags along as he parties and competes with friends and foes.,R
The Magic Roundabout: The Movie,https://m.media-amazon.com/images/M/MV5BMDQwYjM3MDItNDIwYy00MWM0LWEyZTItNzQwM2M5ZGM4NTM0XkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_SX300.jpg,2005,5.2,"Animation, Adventure, Comedy","Dave Borthwick, Jean Duval, Frank Passingham","Robbie Williams, Ian McKellen, Bill Nighy","A group of friends embark on a dangerous journey in an effort to imprison their oppressor, the evil wizard Zeebad.",TV-MA
"A Fairly Odd Movie: Grow Up, Timmy Turner!",https://m.media-amazon.com/images/M/MV5BMjExNzY2MjI0OF5BMl5BanBnXkFtZTcwODYzMjgzOQ@@._V1_SX300.jpg,2011,3.9,"Comedy, Family, Fantasy",Savage Steve Holland,"Drake Bell, Daniella Monet, Steven Weber","Timmy turns 23 and his godparents are fighting to keep him, while Crocker is still up to his nefarious schemes.",PG
Bullyparade: The Movie,https://m.media-amazon.com/images/M/MV5BZTdkNDliOTctN2RlYy00MzBjLTk3NGUtOWMxOTc1MmQ0YjdiXkEyXkFqcGdeQXVyMTQ1MTgwOA@@._V1_SX300.jpg,2017,4.9,Comedy,Michael Herbig,"Michael Herbig, Christian Tramitz, Rick Kavanian","Feature film adaptation of the German sketch comedy show, in which comedians present five parodies of popular films.",N/A
Hey Arnold: The Jungle Movie,https://m.media-amazon.com/images/M/MV5BMzU3MDE4NTMtNDY3My00MWQ4LWEwZTQtMDA1NTE0NGQ5YTcyXkEyXkFqcGdeQXVyNzQ4MzcwODk@._V1_SX300.jpg,2017,7.4,"Animation, Adventure, Comedy","Raymie Muzquiz, Stu Livingston","Mason Cotton, Benjamin Flores Jr., Francesca Marie Smith","Picking up where Hey Arnold! (1996) left off, this tells the story of what happened to Arnold's parents.",TV-PG
PAW Patrol: The Mighty Movie,https://m.media-amazon.com/images/M/MV5BMGI4NTNlODItMGJlZi00OTIwLTlkM2ItMWFkZjJhZDIzMDc3XkEyXkFqcGdeQXVyMTEyNzQ1MTk0._V1_SX300.jpg,2023,6.0,"Animation, Action, Adventure",Cal Brunker,"Dan Duran, Kristen Bell, James Marsden","A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups",PG
Dirty Movie,https://m.media-amazon.com/images/M/MV5BNTk1MDc1MDUwOV5BMl5BanBnXkFtZTcwMDk0NzY2NA@@._V1_SX300.jpg,2011,3.1,Comedy,"Jerry Daigle, Christopher Meloni","Emily Donahoe, Christopher Meloni, Diane Neal","An outrageous cut-rate producer, Charlie LaRue is about to fulfill his lifelong dream to make a movie about the most offensive, dirtiest jokes ever told.",R
Doug's 1st Movie,https://m.media-amazon.com/images/M/MV5BOGE1ZDE1MmUtMWE4My00MWJiLWJiMmYtZTQxNmYzZjE5NGViXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,1999,4.9,"Animation, Adventure, Comedy",Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips",Doug and his pal Skeeter set out to find the monster of Lucky Duck Lake.,G
Sad Movie,https://m.media-amazon.com/images/M/MV5BN2ZmZGM3YTktOTk0Ni00Mjc4LThjYzEtYmExZGJiZjBlOTg3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,2005,7.2,"Comedy, Drama, Romance",Jong-kwan Kwon,"Jung Woo-sung, Lim Soo-jung, Tae-Hyun Cha","This film follows the lives of four very different couples as they deal with love, loss and life in these romantic, loosely interconnected tales.",Not Rated
Bleach the Movie 2: The Diamond Dust Rebellion,https://m.media-amazon.com/images/M/MV5BODAyNjNjYjUtZTA0MS00NjI0LThlYmMtODQ4MDMwODdiMmMyXkEyXkFqcGdeQXVyMTA1NjQyNjkw._V1_SX300.jpg,2007,7.0,"Animation, Action, Thriller",Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Hiroki Yasumoto","After the treasured Ouin is stolen, Toshiro Hitsugaya disappears and becomes suspected of treason. When the Soul Society calls for his capture and execution, Substitute Soul Reaper Ichigo Kurosaki vows to prove Hitsugaya's innocence.",TV-14
Hundtricket: The Movie,https://m.media-amazon.com/images/M/MV5BMjEyNjkwMzAxMV5BMl5BanBnXkFtZTcwODAyOTI0MQ@@._V1_SX300.jpg,2002,5.5,"Comedy, Drama, Romance","Christian Eklöw, Christopher Panov","Linus Wahlgren, Josephine Bornebusch, Alexander Skarsgård",A shy but very romantic young man tries to meet a girl by walking a borrowed dog. The trick works unbelievably well. They fall in love.,N/A
The Dudesons Movie,https://m.media-amazon.com/images/M/MV5BMzY4NDU5MzQwMl5BMl5BanBnXkFtZTcwNTI2NzMzMQ@@._V1_SX300.jpg,2006,6.0,"Documentary, Action, Comedy","Jarno Laasala, Tuukka Tiensuu","Jarno Leppälä, Jukka Hilden, Jarno Laasala","""The Dudesons Movie"" is an extreme stunts comedy that features the wild antics of four hilarious, lifelong friends and their crazy lives in the Arctic Circle.",Not Rated
Trinity and Beyond: The Atomic Bomb Movie,https://m.media-amazon.com/images/M/MV5BNTM3MDIzMTg2M15BMl5BanBnXkFtZTgwNjgyNTAwNzE@._V1_SX300.jpg,1995,7.9,"Documentary, History",Peter Kuran,"William Shatner, Edward Teller, W.H.P. Blandy, Frank H. Shelton",The history of nuclear weapons between 1945 until 1963.,Not Rated
The Cutting Edge: The Magic of Movie Editing,https://m.media-amazon.com/images/M/MV5BZDM2ZTE5Y2ItYjQwYi00Yzk2LThjZWUtYzI4YmVjNjkwNTc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2004,7.7,"Documentary, History",Wendy Apple,"Kathy Bates, Zach Staenberg, Jodie Foster",Documentary about the art of film editing. Clips are shown from many groundbreaking films with innovative editing styles.,TV-PG
